0.01	0
0.03	0
0.05	0
0.07	0
0.09	0
0.11	0
0.13	0
0.15	0
0.17	0
0.19	0
0.21	0
0.23	0
0.25	0
0.27	0
0.29	0
0.31	1.35736e-06
0.33	0.00378665
0.35	0.0500609
0.37	0.0806287
0.39	0.10135
0.41	0.116691
0.43	0.132521
0.45	0.104567
0.47	0.08814
0.49	0.0798573
0.51	0.0764402
0.53	0.0704399
0.55	0.0640878
0.57	0.062048
0.59	0.0602995
0.61	0.0579977
0.63	0.0543587
0.65	0.0514617
0.67	0.0497436
0.69	0.050426
0.71	0.0526579
0.73	0.055354
0.75	0.0570946
0.77	0.0573095
0.79	0.0555111
0.81	0.0530679
0.83	0.0500528
0.85	0.0478021
0.87	0.0469903
0.89	0.0480764
0.91	0.0498052
0.93	0.0526452
0.95	0.0335749
0.97	0.0347299
0.99	0.0352368
1.01	0.0359114
1.03	0.0354113
1.05	0.0347212
1.07	0.0351181
1.09	0.0382408
1.11	0.0446076
1.13	0.0522473
1.15	0.0584864
1.17	0.0610644
1.19	0.0594538
1.21	0.0550244
1.23	0.0509329
1.25	0.0502743
1.27	0.0545941
1.29	0.0622994
1.31	0.0700724
1.33	0.0747997
1.35	0.074158
1.37	0.0678198
1.39	0.0573913
1.41	0.0453189
1.43	0.033943
1.45	0.024679
1.47	0.0177777
1.49	0.0128294
1.51	0.00942998
1.53	0.00708768
1.55	0.00545394
1.57	0.00429424
1.59	0.00344384
1.61	0.00280392
1.63	0.00230698
1.65	0.00191323
1.67	0.00159197
1.69	0.00132612
1.71	0.00110318
1.73	0.00091735
1.75	0.000763728
1.77	0.000637948
1.79	0.000535481
1.81	0.000452228
1.83	0.000384236
1.85	0.000327956
1.87	0.000281497
1.89	0.000243387
1.91	0.000213263
1.93	0.000190481
1.95	0.000174774
1.97	0.000165383
1.99	0.000161611
2.01	0.000162281
2.03	0.000166524
2.05	0.000173379
2.07	0.000182624
2.09	0.000194065
2.11	0.000208024
2.13	0.000223962
2.15	0.000241313
2.17	0.000258594
2.19	0.000274885
2.21	0.000289691
2.23	0.000304394
2.25	0.000319979
2.27	0.000338146
2.29	0.000359476
2.31	0.000381936
2.33	0.000402895
2.35	0.000419119
2.37	0.000428849
2.39	0.000431723
2.41	0.000429906
2.43	0.000426278
2.45	0.000424708
2.47	0.000427685
2.49	0.000436832
2.51	0.000452848
2.53	0.000475095
2.55	0.000502442
2.57	0.000533573
2.59	0.000566585
2.61	0.00060028
2.63	0.000632628
2.65	0.000662636
2.67	0.000688157
2.69	0.000708754
2.71	0.000719138
2.73	0.000727676
2.75	0
2.77	0
2.79	0
2.81	0
2.83	0
2.85	0
2.87	0
2.89	0
2.91	0
2.93	0
2.95	0
